profession,nation,salary_type,salary
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,27630.13
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,34096.76
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,21789.95
Early Years Practitioner,England,Max,23385.67
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,48915.92
Early Years Practitioner,England,Max,23232.83
Early Years Practitioner,,Max,21324.58
Early Years Practitioner,England,Max,27512.56
Early Years Practitioner,England,Max,39740.36
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,45854.26
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,20634.42
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,32450.71
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,20634.42
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,24088.77
Early Years Practitioner,England,Max,24797.75
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,40764.44
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,20634.42
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,48911.22
Early Years Practitioner,England,Max,41268.84
Early Years Practitioner,England,Max,309516.28
Early Years Practitioner,England,Max,309516.28
Early Years Practitioner,England,Max,27810.61
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,28200.37
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,22812.5
Early Years Practitioner,England,Max,36683.41
Early Years Practitioner,England,Max,23515.01
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,23500.31
Early Years Practitioner,England,Max,23500.31
Early Years Practitioner,England,Max,26366.2
Early Years Practitioner,England,Max,41268.84
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,24073.49
Early Years Practitioner,England,Max,24073.49
Early Years Practitioner,England,Max,24073.49
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,,Max,32097.99
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,41268.84
Early Years Practitioner,England,Max,23232.83
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,25278.63
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,47030.01
Early Years Practitioner,England,Max,41268.84
Early Years Practitioner,England,Max,41268.84
Early Years Practitioner,England,Max,37899.14
Early Years Practitioner,Scotland,Max,24455.61
Early Years Practitioner,England,Max,47258.11
Early Years Practitioner,England,Max,55260.27
Early Years Practitioner,England,Max,43502.76
Early Years Practitioner,England,Max,30334.36
Early Years Practitioner,England,Max,31745.26
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,31745.26
Early Years Practitioner,England,Max,43502.76
Early Years Practitioner,England,Max,21838.39
Early Years Practitioner,England,Max,31745.26
Early Years Practitioner,England,Max,24073.49
Early Years Practitioner,England,Max,41268.84
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,433322.8
Early Years Practitioner,England,Max,58082.07
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,41268.84
Early Years Practitioner,England,Max,45854.26
Early Years Practitioner,England,Max,28123.95
Early Years Practitioner,England,Max,
Early Years Practitioner,,Max,29393.76
Early Years Practitioner,England,Max,22950.06
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,37624.01
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,40107.2
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,47030.01
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,37624.01
Early Years Practitioner,England,Max,42327.01
Early Years Practitioner,England,Max,38799.76
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,32333.14
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,37624.01
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30896.37
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,34096.76
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,24073.49
Early Years Practitioner,England,Max,36683.41
Early Years Practitioner,England,Max,23683.14
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,24102.88
Early Years Practitioner,England,Max,30569.51
Early Years Practitioner,England,Max,22809.56
Early Years Practitioner,England,Max,42327.01
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,29158.61
Early Years Practitioner,England,Max,27277.41
Early Years Practitioner,England,Max,26807.11
Early Years Practitioner,England,Max,26807.11
Early Years Practitioner,England,Max,23279.86
Early Years Practitioner,England,Max,22809.56
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,45854.26
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,47030.01
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,,Max,21398.66
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21780.78
Early Years Practitioner,England,Max,21322.23
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,378297.68
Early Years Practitioner,England,Max,45854.26
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22339.26
Early Years Practitioner,England,Max,34390.7
Early Years Practitioner,,Max,36189.6
Early Years Practitioner,England,Max,35272.51
Early Years Practitioner,England,Max,29393.76
Early Years Practitioner,England,Max,25866.51
Early Years Practitioner,England,Max,28658.92
Early Years Practitioner,England,Max,22988.27
Early Years Practitioner,England,Max,23012.73
Early Years Practitioner,England,Max,22988.27
Early Years Practitioner,England,Max,23086.09
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,22988.27
Early Years Practitioner,England,Max,22988.27
Early Years Practitioner,England,Max,22988.27
Early Years Practitioner,England,Max,22988.27
Early Years Practitioner,England,Max,22988.27
Early Years Practitioner,England,Max,22988.27
Early Years Practitioner,England,Max,22988.27
Early Years Practitioner,England,Max,28218.01
Early Years Practitioner,England,Max,24993.63
Early Years Practitioner,England,Max,26583.25
Early Years Practitioner,England,Max,25213.73
Early Years Practitioner,England,Max,24455.61
Early Years Practitioner,England,Max,22789.57
Early Years Practitioner,England,Max,29444.55
Early Years Practitioner,England,Max,25825.12
Early Years Practitioner,England,Max,22766.64
Early Years Practitioner,England,Max,50439.69
Early Years Practitioner,England,Max,25513.78
Early Years Practitioner,England,Max,29864.06
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,27630.13
Early Years Practitioner,England,Max,24925.91
Early Years Practitioner,England,Max,27865.28
Early Years Practitioner,England,Max,27747.71
Early Years Practitioner,England,Max,35154.94
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,22652.01
Early Years Practitioner,England,Max,23985.31
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,28200.37
Early Years Practitioner,England,Max,26710.11
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,44325.79
Early Years Practitioner,England,Max,34390.7
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,32946.29
Early Years Practitioner,England,Max,23385.67
Early Years Practitioner,England,Max,33626.46
Early Years Practitioner,England,Max,50439.69
Early Years Practitioner,England,Max,30863.45
Early Years Practitioner,England,Max,48911.22
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,32333.14
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,47030.01
Early Years Practitioner,England,Max,45854.26
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,England,Max,25219.85
Early Years Practitioner,Wales,Max,25219.85
Early Years Practitioner,England,Max,22865.99
Early Years Practitioner,England,Max,24797.75
Early Years Practitioner,England,Max,24088.77
Early Years Practitioner,England,Max,24797.75
Early Years Practitioner,England,Max,23574.97
Early Years Practitioner,England,Max,24797.75
Early Years Practitioner,England,Max,25278.63
Early Years Practitioner,England,Max,36448.26
Early Years Practitioner,England,Max,24690.76
Early Years Practitioner,England,Max,21398.66
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,Northern Ireland,Max,
Early Years Practitioner,Northern Ireland,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,26081.67
Early Years Practitioner,,Max,22735.48
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,43481.6
Early Years Practitioner,England,Max,56436.02
Early Years Practitioner,England,Max,48205.77
Early Years Practitioner,England,Max,72495.59
Early Years Practitioner,England,Max,22927.13
Early Years Practitioner,England,Max,41151.26
Early Years Practitioner,England,Max,28658.92
Early Years Practitioner,England,Max,32921.01
Early Years Practitioner,England,Max,37906.19
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27042.26
Early Years Practitioner,England,Max,31745.26
Early Years Practitioner,England,Max,25984.08
Early Years Practitioner,England,Max,31745.26
